id_catalog_simple,config,import,sku,created_at_external,updated_at_external,created_at,updated_at,price,special_price,special_from_date,special_to_date,tax_class,tax_class_2,original_price,base_price,barcode_ean,sku_supplier_simple,supplier_simple_name,shipment_type,transport_type,is_global,shipment_cost,shipment_cost_comment,dreamroom_show_in_image_map,dreamroom_image_map_x,dreamroom_image_map_y,xcart_sku,delivery_date_start,delivery_date_end,docdata_ean,docdata_description,docdata_weight,custom_identifier,expected_delivery_date_start,expected_delivery_date_end,navision_flag,delivery_day_min,delivery_day_max,additional_inbound_info,expected_gm1,expected_gm2,expected_gm3,sum_gross_weight,number_separate_packages,delay_reasons,hide_original_price,producer_name,producer_address,additional_2mh_service,additional_2mh_service_price,is_bundle,id_catalog_config_westwing,design_scout,logistic_lead,id_catalog_simple_westwing,simple,variation,brand,supplier,supplier_identifier,config_group,attribute_set,categories,id_catalog_config,sku_config,status_config,name,name_other,description,editor_opinion,choice_of_description,display_as_out_of_stock,pet_status,pet_approved,activated_at,sku_supplier_config,name_supplier,origin,delivery_period,note,designer,color,main_material,finish,measures,weight,details,package_height,package_length,package_width,package_weight,short_description,care_label,next_simple_nr,brand_name_for_theme_campaigns,advent_day,advent_url,advent_path,overwrite_delivery_period,is_seo_relevant,export_static,is_hybris_product,has_delivery_guarantee,net_purchase_price,net_purchase_price_discounted,supplier_product_number,supplier_product_name,local_stock,global_stock,package1_length,package1_height,package1_width,package1_weight,package2_length,package2_height,package2_width,package2_weight,package3_length,package3_height,package3_width,package3_weight,color_1,color_2,color_3,color_characteristic,position,additional_campaigns,campaign,status_simple,expected_logistics_costs,discount_level,blowout_round,allow_multiple_po,,,,,,,
776409,774599,,HA543WWAQXPWPL-1,,,2015-04-08 12:17:29,2015-04-15 12:49:01,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-145,,,2022701841971,476,200,PL15CHR12-145,,,1,22,36,,35,37.1,25.1,200,1,,0,,,,,0,773182,,,775948,776409,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774599,HA543WWAQXPWPL,active,Guirlande lumineuse ANDES coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-145,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,476,ANDES / HAPPY LIGHTS 35,0,17,19,32,19,200,,,,,,,,,,,,Multicolor,193,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776410,774600,,HA543WWAQXPXPL-1,,,2015-04-08 12:17:29,2015-04-15 12:49:01,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-146,,,2022701841988,404,200,PL15CHR12-146,,,1,22,36,,35,37.1,25.1,200,1,,0,,,,,0,773183,,,775949,776410,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774600,HA543WWAQXPXPL,active,Guirlande lumineuse ASSAYITA coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-146,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,404,ASSAYITA / HAPPY LIGHTS 35,0,20,19,32,19,200,,,,,,,,,,,,Multicolor,192,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776412,774602,,HA543WWAQXPZPL-1,,,2015-04-08 12:17:29,2015-04-15 12:49:01,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-148,,,2022701842008,604,200,PL15CHR12-148,,,1,22,36,,30.9,33.1,21.1,200,1,,0,,,,,0,773185,,,775951,776412,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774602,HA543WWAQXPZPL,active,Guirlande lumineuse GOLD TOUCH coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-148,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,21.15,,604,GOLD TOUCH /HAPPY LIGHTS 35,0,14,19,32,19,200,,,,,,,,,,,,Multicolor,190,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776413,774603,,HA543WWAQXQ0PL-1,,,2015-04-08 12:17:30,2015-04-15 12:49:01,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-149,,,2022701842015,459,200,PL15CHR12-149,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773186,,,775952,776413,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774603,HA543WWAQXQ0PL,active,Guirlande lumineuse FLORES coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-149,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,459,FLORES /HAPPY LIGHTS 35,0,20,19,32,19,200,,,,,,,,,,,,Multicolor,189,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776414,774604,,HA543WWAQXQ1PL-1,,,2015-04-08 12:17:30,2015-04-15 12:49:01,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-150,,,2022701842022,432,200,PL15CHR12-150,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773187,,,775953,776414,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774604,HA543WWAQXQ1PL,active,Guirlande lumineuse KANDI coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-150,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,432,KANDI /HAPPY LIGHTS 35,0,24,19,32,19,200,,,,,,,,,,,,Multicolor,188,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776415,774605,,HA543WWAQXQ2PL-1,,,2015-04-08 12:17:30,2015-04-15 12:49:01,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-151,,,2022701842039,456,200,PL15CHR12-151,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773188,,,775954,776415,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774605,HA543WWAQXQ2PL,active,Guirlande lumineuse KAMUTU coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-151,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,456,KELMUTU /HAPPY LIGHTS 35,0,20,19,32,19,200,,,,,,,,,,,,Multicolor,187,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776416,774606,,HA543WWAQXQ3PL-1,,,2015-04-08 12:17:31,2015-04-15 12:49:01,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-152,,,2022701842046,442,200,PL15CHR12-152,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773189,,,775955,776416,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774606,HA543WWAQXQ3PL,active,Guirlande lumineuse KINGSFISHER coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-152,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,442,KINGSFISHER /HAPPY LIGHTS 35,0,20,19,32,19,200,,,,,,,,,,,,Multicolor,186,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776418,774608,,HA543WWAQXQ5PL-1,,,2015-04-08 12:17:31,2015-04-15 12:49:01,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-154,,,2022701842060,406,200,PL15CHR12-154,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773191,,,775957,776418,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774608,HA543WWAQXQ5PL,active,Guirlande lumineuse LAC ASSAL coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-154,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,406,LAC ASSAL /HAPPY LIGHTS 35,0,11,19,32,19,200,,,,,,,,,,,,Multicolor,184,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776419,774609,,HA543WWAQXQ6PL-1,,,2015-04-08 12:17:32,2015-04-15 12:49:01,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-155,,,2022701842077,488,200,PL15CHR12-155,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773192,,,775958,776419,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774609,HA543WWAQXQ6PL,active,Guirlande lumineuse LOMBOK coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-155,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,488,LOMBOK /HAPPY LIGHTS 35,0,19,19,32,19,200,,,,,,,,,,,,Multicolor,183,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776420,774610,,HA543WWAQXQ7PL-1,,,2015-04-08 12:17:32,2015-04-15 12:49:01,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-156,,,2022701842084,408,200,PL15CHR12-156,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773193,,,775959,776420,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774610,HA543WWAQXQ7PL,active,Guirlande lumineuse MARRAKECH coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-156,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,408,MARRAKECH /HAPPY LIGHTS 35,0,20,19,32,19,200,,,,,,,,,,,,Multicolor,182,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776421,774611,,HA543WWAQXQ8PL-1,,,2015-04-08 12:17:32,2015-04-15 12:49:01,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-157,,,2022701842091,490,200,PL15CHR12-157,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773194,,,775960,776421,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774611,HA543WWAQXQ8PL,active,Guirlande lumineuse MASSAI KID coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-157,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,490,MASSAI KID/ HAPPY LIGHTS 35,0,20,19,32,19,200,,,,,,,,,,,,Multicolor,181,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776422,774612,,HA543WWAQXQ9PL-1,,,2015-04-08 12:17:33,2015-04-15 12:49:01,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-158,,,2022701842107,426,200,PL15CHR12-158,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773195,,,775961,776422,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774612,HA543WWAQXQ9PL,active,Guirlande lumineuse MEDERSA coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-158,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,426,MEDERSA /HAPPY LIGHTS 35,0,8,19,32,19,200,,,,,,,,,,,,Multicolor,180,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776423,774613,,HA543WWAQXQAPL-1,,,2015-04-08 12:17:33,2015-04-15 12:49:01,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-159,,,2022701842114,440,200,PL15CHR12-159,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773196,,,775962,776423,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774613,HA543WWAQXQAPL,active,Guirlande lumineuse NEGOMBO coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-159,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,440,NEGOMBO /HAPPY LIGHTS 35,0,20,19,32,19,200,,,,,,,,,,,,Multicolor,179,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776424,774614,,HA543WWAQXQBPL-1,,,2015-04-08 12:17:33,2015-04-15 12:49:02,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-160,,,2022701842121,410,200,PL15CHR12-160,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773197,,,775963,776424,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774614,HA543WWAQXQBPL,active,Guirlande lumineuse NISSAM coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-160,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,410,NIASSAM /HAPPY LIGHTS 35,0,13,19,32,19,200,,,,,,,,,,,,Multicolor,178,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776425,774615,,HA543WWAQXQCPL-1,,,2015-04-08 12:17:33,2015-04-15 12:49:02,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-161,,,2022701842138,438,200,PL15CHR12-161,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773198,,,775964,776425,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774615,HA543WWAQXQCPL,active,Guirlande lumineuse NOUKAFOU coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-161,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,438,NOUKAFOU/ HAPPY LIGHTS 35,0,20,19,32,19,200,,,,,,,,,,,,Multicolor,177,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776426,774616,,HA543WWAQXQDPL-1,,,2015-04-08 12:17:34,2015-04-15 12:49:02,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-162,,,2022701842145,412,200,PL15CHR12-162,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773199,,,775965,776426,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774616,HA543WWAQXQDPL,active,Guirlande lumineuse NUWARA coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-162,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,412,NUWARA ELIYA/ HAPPY LIGHTS 35,0,19,19,32,19,200,,,,,,,,,,,,Multicolor,176,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776427,774617,,HA543WWAQXQEPL-1,,,2015-04-08 12:17:34,2015-04-15 12:49:02,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-163,,,2022701842152,478,200,PL15CHR12-163,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773200,,,775966,776427,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774617,HA543WWAQXQEPL,active,Guirlande lumineuse PARROTFISH coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-163,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,478,PARROTFISH /HAPPY LIGHTS 35,0,16,19,32,19,200,,,,,,,,,,,,Multicolor,175,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776428,774618,,HA543WWAQXQFPL-1,,,2015-04-08 12:17:34,2015-04-15 12:49:02,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-164,,,2022701842169,448,200,PL15CHR12-164,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773201,,,775967,776428,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774618,HA543WWAQXQFPL,active,Guirlande lumineuse PASHA coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-164,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,448,PASHA /HAPPY LIGHTS 35,0,20,19,32,19,200,,,,,,,,,,,,Multicolor,174,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776429,774619,,HA543WWAQXQGPL-1,,,2015-04-08 12:17:35,2015-04-15 12:49:02,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-165,,,2022701842176,414,200,PL15CHR12-165,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773202,,,775968,776429,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774619,HA543WWAQXQGPL,active,Guirlande lumineuse PRACHTMYCENA coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-165,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,414,PRACHTMYCENA/ HAPPY LIGHTS 35,0,19,19,32,19,200,,,,,,,,,,,,Multicolor,173,Déco au naturel,Déco au naturel ,active,12,,,0,,,
776430,774620,,HA543WWAQXQHPL-1,,,2015-04-08 12:17:35,2015-04-15 12:49:02,39,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-166,,,2022701842183,416,200,PL15CHR12-166,,,1,22,36,,30.4,32.6,19.9,200,1,,0,,,,,0,773203,,,775969,776430,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100450,774620,HA543WWAQXQHPL,active,Guirlande lumineuse PROVENCE coton, multicolore - L240,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-166,,China,,130,,Multicolore,Coton et plastique,,Diamètre d'une sphère : 7 cm<br>Longueur : 240 cm<br><br>Ecart entre les ampoules : 14 cm,,1 Guirlande lumineuse<br>35 boules lumineuses<br>Certificat CE<br>Alimentation : 230 V - 50 Hz - 16.6W<br>Ampoules recommandées de type : 0.78W- 12V, 65 mA<br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoules fournies<br>Avec 2 Ampoules de rechange<br>Garantie du fabricant : 6 mois,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,19.95,,416,PROVENCE / HAPPY LIGHTS 35,0,20,19,32,19,200,,,,,,,,,,,,Multicolor,172,Déco au naturel,Déco au naturel ,active,12,,,0,,,
