id_catalog_simple,config,import,sku,created_at_external,updated_at_external,created_at,updated_at,price,special_price,special_from_date,special_to_date,tax_class,tax_class_2,original_price,base_price,barcode_ean,sku_supplier_simple,supplier_simple_name,shipment_type,transport_type,is_global,shipment_cost,shipment_cost_comment,dreamroom_show_in_image_map,dreamroom_image_map_x,dreamroom_image_map_y,xcart_sku,delivery_date_start,delivery_date_end,docdata_ean,docdata_description,docdata_weight,custom_identifier,expected_delivery_date_start,expected_delivery_date_end,navision_flag,delivery_day_min,delivery_day_max,additional_inbound_info,expected_gm1,expected_gm2,expected_gm3,sum_gross_weight,number_separate_packages,delay_reasons,hide_original_price,producer_name,producer_address,additional_2mh_service,additional_2mh_service_price,is_bundle,id_catalog_config_westwing,design_scout,logistic_lead,id_catalog_simple_westwing,simple,variation,brand,supplier,supplier_identifier,config_group,attribute_set,categories,id_catalog_config,sku_config,status_config,name,name_other,description,editor_opinion,choice_of_description,display_as_out_of_stock,pet_status,pet_approved,activated_at,sku_supplier_config,name_supplier,origin,delivery_period,note,designer,color,main_material,finish,measures,weight,details,package_height,package_length,package_width,package_weight,short_description,care_label,next_simple_nr,brand_name_for_theme_campaigns,advent_day,advent_url,advent_path,overwrite_delivery_period,is_seo_relevant,export_static,is_hybris_product,has_delivery_guarantee,net_purchase_price,net_purchase_price_discounted,supplier_product_number,supplier_product_name,local_stock,global_stock,package1_length,package1_height,package1_width,package1_weight,package2_length,package2_height,package2_width,package2_weight,package3_length,package3_height,package3_width,package3_weight,color_1,color_2,color_3,color_characteristic,position,additional_campaigns,campaign,status_simple,expected_logistics_costs,discount_level,blowout_round,allow_multiple_po,,,,,,,
776468,774658,,HA543WWAQXRJPL-1,,,2015-04-08 12:17:46,2015-04-15 12:49:05,35,,,,1,,35,,,,,Local warehouse,,1,0,,,,,PL15CHR12-204,,,2022701842565,51105,300,PL15CHR12-204,,,1,22,36,,38.8,40.8,22.3,300,1,,0,,,,,0,773241,,,776007,776468,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100454,774658,HA543WWAQXRJPL,active,BIG BALL M coton, gris - Ø30,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-204,,China,,130,,Gris,Coton,,Diamètre : 30 cm<br>Taille M,,1 Boule lumineuse<br><br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoule non fournie<br>Système de suspension ou support à poser présents dans la vente,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,13.1,,51105,BIG BALL HAPPY LIGHTS LIGHT GREY/M,0,10,30,30,30,300,,,,,,,,,Gray,,,,134,Déco au naturel,Déco au naturel ,active,12,,,0,,,,
776469,774659,,HA543WWAQXRKPL-1,,,2015-04-08 12:17:47,2015-04-15 12:49:05,42,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-205,,,2022701842572,51205,400,PL15CHR12-205,,,1,22,36,,34.3,36.4,20.8,400,1,,0,,,,,0,773242,,,776008,776469,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100454,774659,HA543WWAQXRKPL,active,BIG BALL L coton, gris - Ø35,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-205,,China,,130,,Gris,Coton,,Diamètre : 35 cm<br>Taille L,,1 Boule lumineuse<br><br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoule non fournie<br>Système de suspension ou support à poser présents dans la vente,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,17.92,,51205,BIG BALL HAPPY LIGHTS LIGHT GREY/L,0,9,35,35,35,400,,,,,,,,,Gray,,,,133,Déco au naturel,Déco au naturel ,active,12,,,0,,,,
776470,774660,,HA543WWAQXRLPL-1,,,2015-04-08 12:17:47,2015-04-15 12:49:05,49,,,,1,,49,,,,,Local warehouse,,1,0,,,,,PL15CHR12-206,,,2022701842589,51305,500,PL15CHR12-206,,,1,22,36,,42.4,44.3,21,500,1,,0,,,,,0,773243,,,776009,776470,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100454,774660,HA543WWAQXRLPL,active,BIG BALL XL coton, gris - Ø40,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-206,,China,,130,,Gris,Coton,,Diamètre : 40 cm<br>Taille XL,,1 Boule lumineuse<br><br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoule non fournie<br>Système de suspension ou support à poser présents dans la vente,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,22.62,,51305,BIG BALL HAPPY LIGHTS LIGHT GREY/XL,0,9,40,40,40,500,,,,,,,,,Gray,,,,132,Déco au naturel,Déco au naturel ,active,26,,,0,,,,
776471,774661,,HA543WWAQXRMPL-1,,,2015-04-08 12:17:47,2015-04-15 12:49:05,29,,,,1,,29,,,,,Local warehouse,,1,0,,,,,PL15CHR12-207,,,2022701842596,51007,200,PL15CHR12-207,,,1,22,36,,41.8,43.7,22.1,200,1,,0,,,,,0,773244,,,776010,776471,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100454,774661,HA543WWAQXRMPL,active,BIG BALL S coton, anthracite - Ø25,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-207,,China,,130,,Anthracite,Coton,,Diamètre : 25 cm<br>Taille S,,1 Boule lumineuse<br><br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoule non fournie<br>Système de suspension ou support à poser présents dans la vente,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,9.96,,51007,BIG BALL HAPPY LIGHTS GREY/S,0,9,25,25,25,200,,,,,,,,,Gray,,,,131,Déco au naturel,Déco au naturel ,active,12,,,0,,,,
776472,774662,,HA543WWAQXRNPL-1,,,2015-04-08 12:17:47,2015-04-15 12:49:05,35,,,,1,,35,,,,,Local warehouse,,1,0,,,,,PL15CHR12-208,,,2022701842602,51107,300,PL15CHR12-208,,,1,22,36,,38.8,40.8,22.3,300,1,,0,,,,,0,773245,,,776011,776472,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100454,774662,HA543WWAQXRNPL,active,BIG BALL M coton, anthracite - Ø30,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-208,,China,,130,,Anthracite,Coton,,Diamètre : 30 cm<br>Taille M,,1 Boule lumineuse<br><br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoule non fournie<br>Système de suspension ou support à poser présents dans la vente,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,13.1,,51107,BIG BALL HAPPY LIGHTS GREY/M,0,9,30,30,30,300,,,,,,,,,Gray,,,,130,Déco au naturel,Déco au naturel ,active,12,,,0,,,,
776473,774663,,HA543WWAQXROPL-1,,,2015-04-08 12:17:48,2015-04-15 12:49:05,42,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-209,,,2022701842619,51207,400,PL15CHR12-209,,,1,22,36,,34.3,36.4,20.8,400,1,,0,,,,,0,773246,,,776012,776473,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100454,774663,HA543WWAQXROPL,active,BIG BALL L coton, anthracite - Ø35,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-209,,China,,130,,Anthracite,Coton,,Diamètre : 35 cm<br>Taille L,,1 Boule lumineuse<br><br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoule non fournie<br>Système de suspension ou support à poser présents dans la vente,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,17.92,,51207,BIG BALL HAPPY LIGHTS GREY /L,0,9,35,35,35,400,,,,,,,,,Gray,,,,129,Déco au naturel,Déco au naturel ,active,12,,,0,,,,
776474,774664,,HA543WWAQXRPPL-1,,,2015-04-08 12:17:48,2015-04-15 12:49:05,49,,,,1,,49,,,,,Local warehouse,,1,0,,,,,PL15CHR12-210,,,2022701842626,51307,500,PL15CHR12-210,,,1,22,36,,42.4,44.3,21,500,1,,0,,,,,0,773247,,,776013,776474,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100454,774664,HA543WWAQXRPPL,active,BIG BALL XL coton, anthracite - Ø40,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-210,,China,,130,,Anthracite,Coton,,Diamètre : 40 cm<br>Taille XL,,1 Boule lumineuse<br><br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoule non fournie<br>Système de suspension ou support à poser présents dans la vente,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,22.62,,51307,BIG BALL HAPPY LIGHTS GREY /XL,0,7,40,40,40,500,,,,,,,,,Gray,,,,128,Déco au naturel,Déco au naturel ,active,26,,,0,,,,
776475,774665,,HA543WWAQXRQPL-1,,,2015-04-08 12:17:48,2015-04-15 12:49:05,29,,,,1,,29,,,,,Local warehouse,,1,0,,,,,PL15CHR12-211,,,2022701842633,51032,200,PL15CHR12-211,,,1,22,36,,41.8,43.7,22.1,200,1,,0,,,,,0,773248,,,776014,776475,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100454,774665,HA543WWAQXRQPL,active,BIG BALL S coton, rouge - Ø25,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-211,,China,,130,,Rouge,Coton,,Diamètre : 25 cm<br>Taille S,,1 Boule lumineuse<br><br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoule non fournie<br>Système de suspension ou support à poser présents dans la vente,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,9.96,,51032,BIG BALL HAPPY LIGHTS RED/S,0,10,25,25,25,200,,,,,,,,,Red,,,,127,Déco au naturel,Déco au naturel ,active,12,,,0,,,,
776476,774666,,HA543WWAQXRRPL-1,,,2015-04-08 12:17:49,2015-04-15 12:49:05,35,,,,1,,35,,,,,Local warehouse,,1,0,,,,,PL15CHR12-212,,,2022701842640,51132,300,PL15CHR12-212,,,1,22,36,,38.8,40.8,22.3,300,1,,0,,,,,0,773249,,,776015,776476,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100454,774666,HA543WWAQXRRPL,active,BIG BALL M coton, rouge - Ø30,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-212,,China,,130,,Rouge,Coton,,Diamètre : 30 cm<br>Taille M,,1 Boule lumineuse<br><br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoule non fournie<br>Système de suspension ou support à poser présents dans la vente,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,13.1,,51132,BIG BALL HAPPY LIGHTS RED/M,0,10,30,30,30,300,,,,,,,,,Red,,,,126,Déco au naturel,Déco au naturel ,active,12,,,0,,,,
776477,774667,,HA543WWAQXRSPL-1,,,2015-04-08 12:17:49,2015-04-15 12:49:05,42,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-213,,,2022701842657,51232,400,PL15CHR12-213,,,1,22,36,,34.3,36.4,20.8,400,1,,0,,,,,0,773250,,,776016,776477,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100454,774667,HA543WWAQXRSPL,active,BIG BALL L coton, rouge - Ø35,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-213,,China,,130,,Rouge,Coton,,Diamètre : 35 cm<br>Taille L,,1 Boule lumineuse<br><br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoule non fournie<br>Système de suspension ou support à poser présents dans la vente,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,17.92,,51232,BIG BALL HAPPY LIGHTS RED/L,0,10,35,35,35,400,,,,,,,,,Red,,,,125,Déco au naturel,Déco au naturel ,active,12,,,0,,,,
776478,774668,,HA543WWAQXRTPL-1,,,2015-04-08 12:17:49,2015-04-15 12:49:05,49,,,,1,,49,,,,,Local warehouse,,1,0,,,,,PL15CHR12-214,,,2022701842664,51332,500,PL15CHR12-214,,,1,22,36,,42.4,44.3,21,500,1,,0,,,,,0,773251,,,776017,776478,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100454,774668,HA543WWAQXRTPL,active,BIG BALL XL coton, rouge - Ø40,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-214,,China,,130,,Rouge,Coton,,Diamètre : 40 cm<br>Taille XL,,1 Boule lumineuse<br><br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoule non fournie<br>Système de suspension ou support à poser présents dans la vente,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,22.62,,51332,BIG BALL HAPPY LIGHTS RED/XL,0,10,40,40,40,500,,,,,,,,,Red,,,,124,Déco au naturel,Déco au naturel ,active,26,,,0,,,,
776479,774669,,HA543WWAQXRUPL-1,,,2015-04-08 12:17:50,2015-04-15 12:49:05,29,,,,1,,29,,,,,Local warehouse,,1,0,,,,,PL15CHR12-215,,,2022701842671,51038,200,PL15CHR12-215,,,1,22,36,,41.8,43.7,22.1,200,1,,0,,,,,0,773252,,,776018,776479,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100454,774669,HA543WWAQXRUPL,active,BIG BALL S coton, noir - Ø25,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-215,,China,,130,,Noir,Coton,,Diamètre : 25 cm<br>Taille S,,1 Boule lumineuse<br><br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoule non fournie<br>Système de suspension ou support à poser présents dans la vente,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,9.96,,51038,BIG BALL HAPPY LIGHTS BLACK/ S,0,10,25,25,25,200,,,,,,,,,Black,,,,123,Déco au naturel,Déco au naturel ,active,12,,,0,,,,
776480,774670,,HA543WWAQXRVPL-1,,,2015-04-08 12:17:50,2015-04-15 12:49:05,35,,,,1,,35,,,,,Local warehouse,,1,0,,,,,PL15CHR12-216,,,2022701842688,51138,300,PL15CHR12-216,,,1,22,36,,38.8,40.8,22.3,300,1,,0,,,,,0,773253,,,776019,776480,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100454,774670,HA543WWAQXRVPL,active,BIG BALL M coton, noir - Ø30,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-216,,China,,130,,Noir,Coton,,Diamètre : 30 cm<br>Taille M,,1 Boule lumineuse<br><br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoule non fournie<br>Système de suspension ou support à poser présents dans la vente,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,13.1,,51138,BIG BALL HAPPY LIGHTS BLACK/ M,0,10,30,30,30,300,,,,,,,,,Black,,,,122,Déco au naturel,Déco au naturel ,active,12,,,0,,,,
776481,774671,,HA543WWAQXRWPL-1,,,2015-04-08 12:17:50,2015-04-15 12:49:06,42,,,,1,,42,,,,,Local warehouse,,1,0,,,,,PL15CHR12-217,,,2022701842695,51238,400,PL15CHR12-217,,,1,22,36,,34.3,36.4,20.8,400,1,,0,,,,,0,773254,,,776020,776481,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100454,774671,HA543WWAQXRWPL,active,BIG BALL L coton, noir - Ø35,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-217,,China,,130,,Noir,Coton,,Diamètre : 35 cm<br>Taille L,,1 Boule lumineuse<br><br>Luminaire adapté aux classes énergétiques de type A++ à E<br>Ampoule non fournie<br>Système de suspension ou support à poser présents dans la vente,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,17.92,,51238,BIG BALL HAPPY LIGHTS BLACK/ L,0,10,35,35,35,400,,,,,,,,,Black,,,,121,Déco au naturel,Déco au naturel ,active,12,,,0,,,,
776482,774672,,HA543WWAQXRXPL-1,,,2015-04-08 12:17:51,2015-04-15 12:49:06,9,,,,1,,9,,,,,Local warehouse,,1,0,,,,,PL15CHR12-218,,,2022701842701,517,500,PL15CHR12-218,,,1,22,36,,49.2,50.8,19.1,500,1,,0,,,,,0,773255,,,776021,776482,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100442,774672,HA543WWAQXRXPL,active,Support à poser CORD TABLE, blanc – L100,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-218,,China,,130,,Blanc,Plastique,,Longueur du câble : 100 cm,,1 Support à poser<br>Ampoule recommandée de type E27<br>Ampoule non fournie<br>Adapté aux classes énergétiques de type A++ à E,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,7.34,,517,CORD TABLE HAPPY LIGHTS/PRZEWÓD DO LAMPY STOJĄCEJ,0,96,30,30,30,500,,,,,,,,,White,,,,120,Déco au naturel,Déco au naturel ,active,12,,,0,,,,
776483,774673,,HA543WWAQXRYPL-1,,,2015-04-08 12:17:51,2015-04-15 12:49:06,9,,,,1,,9,,,,,Local warehouse,,1,0,,,,,PL15CHR12-219,,,2022701842718,518,800,PL15CHR12-219,,,1,22,36,,49.2,50.8,19.1,800,1,,0,,,,,0,773256,,,776022,776483,,Happy lights,Christensen Sp. z o.o.,PLCHRI1,,westwing,100442,774673,HA543WWAQXRYPL,active,Câble de suspension CORD PENDANT, blanc – L100,,x,,B,0,creation,edited,images,1,2015-04-08 12:30:58,PL15CHR12-219,,China,,130,,Blanc,Plastique,,Longueur du câble : 100 cm,,1 Câble de suspension<br>Ampoule recommandée de type E27<br>Ampoule non fournie<br>Adapté aux classes énergétiques de type A++ à E,,,,,,Nettoyer avec un chiffon sec,2,,,,,0,1,0,0,0,5.14,,518,CORD PENDANT 1 HAPPY LIGHTS/PRZEWÓD DO LAMPY WISZĄCEJ,0,97,30,10,10,800,,,,,,,,,White,,,,119,Déco au naturel,Déco au naturel ,active,12,,,0,,,,
777412,775602,,JU001WWAR4E1ES-1,,,2015-04-08 12:21:42,2015-04-15 12:40:44,519,,,,1,,761,,,,,Two-Man-Handling (2MH),,1,52,52 € de frais de port supplémentaires s'appliquent à ce produit,,,,ES15JUL17-101,,,2021804000278,Table KIRK 160 (200) x90x75 Ext. Inox Natural Plating M,76300,ES15JUL17-101,,,1,31,45,Re-Packaging required,34.7,28.1,26.7,82700,2,,0,,,,,0,774185,,,776951,777412,,Julià Grup,Julià Grup,ESJULI1,,westwing,100509,775602,JU001WWAR4E1ES,active,Table à manger KIRK acier et bois, naturel - L160,,x,,P,0,creation,edited,images,1,,ES15JUL17-101,,China,,130,,Naturel,Base : Acier inoxydable<br>Structure et surface : Bois MDF,,Hauteur : 76 cm<br>Largeur : 90 cm<br>Longueur : 160 cm<br>Longueur max : 200 cm,,1 Table à manger,,,,,,Essuyer avec un chiffon sec<br>Ne pas approcher d'une source de chaleur<br>Eviter une surexposition à la lumière du soleil<br>Ne pas utiliser de produits abrasifs,2,,,,,0,1,0,0,0,226.29,,C490M46,KIRK Mesa 160(200)x90x75 Ext. Inox Chapado Natural M,0,,98,22,168,56500,,,,,,,,,Wood pattern,,,,1,Déco au naturel,Déco au naturel ,active,,,,0,,,,
777413,775603,,JU001WWAR4E2ES-1,,,2015-04-08 12:21:43,2015-04-15 12:40:44,179,,,,1,,279,,,,,Local warehouse,,1,9,9 € de frais de port supplémentaires s'appliquent à ce produit,,,,ES15JUL17-102,,,2021804000285,IGUAZU 151 Natural Wood Lamp E05 White Screen,3400,ES15JUL17-102,,,1,29,43,Re-Packaging required,32.7,28.9,27.2,7000,1,,0,,,,,0,774186,,,776952,777413,,Julià Grup,Julià Grup,ESJULI1,,westwing,100445,775603,JU001WWAR4E2ES,active,Lampadaire IGUAZU bois et tissus, blanc et naturel - H155,,x,,P,0,creation,edited,images,1,,ES15JUL17-102,,China,,130,,Blanc et naturel,Bois et tissus,,Longueur : 50 cm<br>Hauteur : 155 cm<br>Largeur : 50 cm<br><br>Abat-jour :<br>Hauteur : 30 cm<br>Diamètre : 50 cm<br><br>Distancia entre las patas: 57 cm<br>Alto hasta la Abat-jour : 125 cm,,1 Lampadaire<br>Ampoule conseillée de type E27, max 30W - basse consommation<br>Ampoule non fournie<br>Fréquence d'entrée nominale 50 Hz,,,,,,Essuyer avec un chiffon sec<br>Ne pas approcher d'une source de chaleur<br>Eviter une surexposition à la lumière du soleil<br>Ne pas utiliser de produits abrasifs,2,,,,,0,1,0,0,0,82.82,,A640M46,IGUAZU Lampara 151 Madera Natural Pantalla Blanca E05,0,,54,15,129,7000,,,,,,,,,Wood pattern,White,,,2,Déco au naturel,Déco au naturel ,active,,,,0,,,
777414,775604,,JU001WWAR4E3ES-1,,,2015-04-08 12:21:43,2015-04-15 12:40:45,45,,,,1,,57,,,,,Local warehouse,,1,0,,,,,ES15JUL17-103,,,2021804000292,Natural Wood Side Table yorel Grey Lacquer L03,2500,ES15JUL17-103,,,1,29,43,Re-Packaging required,42.1,37.7,35.2,3000,1,,0,,,,,0,774187,,,776953,777414,,Julià Grup,Julià Grup,ESJULI1,,westwing,100461,775604,JU001WWAR4E3ES,active,Table d'appoint YOREL bois de hêtre, naturel et gris clair - Ø35,,x,,P,0,creation,edited,images,1,,ES15JUL17-103,,China,,130,,Naturel et gris clair,Bois de hêtre et bois MDF laqué,,Hauteur : 45 cm<br>Diamètre : 35 cm,,1 Table d'appoint<br>Livré monté,,,,,,Essuyer avec un chiffon humide,2,,,,,0,1,0,0,0,16.76,,C502L03,YOREL Mesa Auxiliar Madera Natural Lacado Gris L03,0,54,35,48,35,3000,,,,,,,,,Gray,Wood pattern,,,3,Déco au naturel,Déco au naturel ,active,,,,0,,,,
777415,775605,,JU001WWAR4E4ES-1,,,2015-04-08 12:21:44,2015-04-15 12:40:45,39,,,,1,,53,,,,,Local warehouse,,1,0,,,,,ES15JUL17-105,,,2021804000308,Crystal Vase 26cm EDITION Pure White C05,2500,ES15JUL17-105,,,1,29,43,Re-Packaging required,38.4,33.6,31,3000,1,,0,,,,,0,774188,,,776954,777415,,Julià Grup,Julià Grup,ESJULI1,,westwing,100390,775605,JU001WWAR4E4ES,active,Carafe EDITION verre, blanc - H25,,x,,P,0,creation,edited,images,1,,ES15JUL17-105,,China,,130,,Blanc,Verre,,Hauteur : 25 cm<br>Diamètre : 20 cm,,1 Carafe,,,,,,Essuyer avec un chiffon humide,2,,,,,0,1,0,0,0,15.78,,A673C05,EDITION Jarrón 26cm Cristal Blanco Puro C05,0,7,27,22,27,3000,,,,,,,,,White,,,,4,Déco au naturel,Déco au naturel ,active,,,,0,,,,
777416,775606,,JU001WWAR4E5ES-1,,,2015-04-08 12:21:44,2015-04-15 12:40:45,39,,,,1,,55,,,,,Local warehouse,,1,0,,,,,ES15JUL17-106,,,2021804000315,Crystal Vase 40cm EDITION Pure White C05,3000,ES15JUL17-106,,,1,29,43,Re-Packaging required,36.5,31.5,28.9,3400,1,,0,,,,,0,774189,,,776955,777416,,Julià Grup,Julià Grup,ESJULI1,,westwing,100390,775606,JU001WWAR4E5ES,active,Carafe EDITION verre recyclé, blanc - H42,,x,,P,0,creation,edited,images,1,,ES15JUL17-106,,China,,130,,Blanc,Verre recyclé,,Hauteur : 42 cm<br>Diamètre : 16 cm,,1 Carafe,,,,,,Essuyer avec un chiffon humide,2,,,,,0,1,0,0,0,16.27,,A674C05,EDITION Jarrón 40cm Cristal Blanco Puro C05,0,4,45,21,21,3400,,,,,,,,,White,,,,5,Déco au naturel,Déco au naturel ,active,,,,0,,,,
777417,775607,,JU001WWAR4E6ES-1,,,2015-04-08 12:21:45,2015-04-15 12:40:45,149,,,,1,,231,,,,,Local warehouse,,1,9,9 € de frais de port supplémentaires s'appliquent à ce produit,,,,ES15JUL17-107,,,2021804000322,LEROCA Floor Lamp Pure Pant.blanco J05,3500,ES15JUL17-107,,,1,29,43,Re-Packaging required,35.7,32,30.3,4000,1,,0,,,,,0,774190,,,776956,777417,,Julià Grup,Julià Grup,ESJULI1,,westwing,100445,775607,JU001WWAR4E6ES,active,Lampadaire LEROCA hêtre et acier, blanc et naturel - H150,,x,,P,0,creation,edited,images,1,,ES15JUL17-107,,China,,130,,Blanc et naturel,Structure : Bois de hêtre et acier<br>Abat-jour : Coton,,Hauteur : 150 cm<br>Diamètre : 45 cm,,1 Lampadaire<br>Ampoule conseillée de type E27, max 40W<br>Fréquence d'entrée nominale 50 Hz<br>Luminaire adapté à la classe energètique de type II<br><br>Livré monté<br>Ampoule non fournie,,,,,,Essuyer avec un chiffon sec<br>Ne pas approcher d'une source de chaleur<br>Eviter une surexposition à la lumière du soleil<br>Ne pas utiliser de produits abrasifs,2,,,,,0,1,0,0,0,68.53,,A480J05,LEROCA Lámpara De Pie Pant.blanco Puro J05,0,27,30,50,65,4000,,,,,,,,,White,,,,6,Déco au naturel,Déco au naturel ,active,,,,0,,,
777418,775608,,JU001WWAR4E7ES-1,,,2015-04-08 12:21:45,2015-04-15 12:40:45,62,,,,1,,98,,,,,Local warehouse,,1,0,,,,,ES15JUL17-109,,,2021804000339,TESCARLE Metalica Table Lamp Pure White R05,1000,ES15JUL17-109,,,1,29,43,Re-Packaging required,36,31.7,29.7,1300,1,,0,,,,,0,774191,,,776957,777418,,Julià Grup,Julià Grup,ESJULI1,,westwing,100447,775608,JU001WWAR4E7ES,active,Lampe à poser TESCARLE hêtre et acier, blanc et naturel - H54,,x,,P,0,creation,edited,images,1,,ES15JUL17-109,,China,,130,,Blanc et naturel,Bois de hêtre et acier,,Hauteur : 54 cm<br>Longueur : 47 cm<br>Largeur : 15 cm,,1 Lampe à poser<br>Ampoule conseillée de type E14, max 40W<br>Ampoule non fournie<br>Fréquence d'entrée nominale 50Hz<br>Luminaire adapté à la classe energètique de type II<br>Livré monté,,,,,,Essuyer avec un chiffon sec<br>Ne pas approcher d'une source de chaleur<br>Eviter une surexposition à la lumière du soleil<br>Ne pas utiliser de produits abrasifs,2,,,,,0,1,0,0,0,29.09,,A487R05,TESCARLE Lampara De Mesa Metalica Blanco Puro R05,0,81,23,21,47,1300,,,,,,,,,,,,Multicolor,7,Déco au naturel,Déco au naturel ,active,,,,0,,,
777419,775609,,JU001WWAR4E8ES-1,,,2015-04-08 12:21:46,2015-04-15 12:40:45,799,,,,1,,1423,,,,,Two-Man-Handling (2MH),,1,59,59 € de frais de port supplémentaires s'appliquent à ce produit,,,,ES15JUL17-110,,,2021804000346,Table STARK 160 (230) Natural Extroble X090 M46,84000,ES15JUL17-110,,,1,31,45,Re-Packaging required,33.4,26.7,25.3,94000,1,,0,,,,,0,774192,,,776958,777419,,Julià Grup,Julià Grup,ESJULI1,,westwing,100509,775609,JU001WWAR4E8ES,active,Table extensible ZENTOSA bois, naturel - L160-230,,x,,P,0,creation,edited,images,1,,ES15JUL17-110,,Indonesia,,130,,Naturel,Bois MDF,,Longueur : 160 - 230 cm<br>Hauteur : 76 cm<br>Largeur : 90 cm,,1 Table extensible,,,,,,Essuyer avec un chiffon sec<br>Ne pas approcher d'une source de chaleur<br>Eviter une surexposition à la lumière du soleil<br>Ne pas utiliser de produits abrasifs,2,,,,,0,1,0,0,0,423.49,,C177M46,STARK Mesa 160(230)x090 Extroble Natural M46,0,12,15,96,150,56000,,,,,,,,,Wood pattern,,,,8,Déco au naturel,Déco au naturel ,active,,,,0,,,,
